,img,objects
723,covid_memes_2270.png,cup
724,covid_memes_5363.png,person tv
725,covid_memes_4752.png,person person person person tie person tie
726,covid_memes_2969.png,person person cup tie wine glass
727,covid_memes_423.png,person person person chair person clock
728,covid_memes_2178.png,person
729,covid_memes_801.png,person person person person person
730,covid_memes_2509.png,person tie book book book book book book bottle book book book book book book book
731,covid_memes_321.png,person person person
732,covid_memes_2327.png,person person person
733,covid_memes_4510.png,tv
734,covid_memes_2738.png,person person person
735,covid_memes_218.png,person tie person person person chair person
736,covid_memes_2225.png,person chair
737,covid_memes_2919.png,person potted plant vase person person person
738,covid_memes_4007.png,tv
739,covid_memes_92.png,person person person cell phone oven
740,covid_memes_3674.png,person
741,covid_memes_3234.png,person person tie person
742,covid_memes_2686.png,person wine glass tie person tie person tie
743,covid_memes_2987.png,person person bottle cup cup
744,covid_memes_3796.png,clock
745,covid_memes_3866.png,cat person cat person dog
746,covid_memes_4241.png,person dog
747,covid_memes_671.png,person person person person person person handbag car vase tie vase
748,covid_memes_4274.png,
749,covid_memes_3748.png,person tie wine glass
750,covid_memes_369.png,person person person person person
751,covid_memes_4083.png,person bird
752,covid_memes_4497.png,dog
753,covid_memes_5520.png,person person
754,covid_memes_4071.png,person person sports ball
755,covid_memes_24.png,tie person
756,covid_memes_4609.png,cake person
757,covid_memes_4938.png,person person apple
758,covid_memes_2935.png,person skateboard truck
759,covid_memes_4858.png,person
760,covid_memes_4416.png,
761,covid_memes_5632.png,person
762,covid_memes_447.png,tv person tv tv
763,covid_memes_273.png,bottle bottle bottle bottle
764,covid_memes_4056.png,person car frisbee person person
765,covid_memes_4506.png,person person person person person person person person handbag person person
766,covid_memes_422.png,
767,covid_memes_3134.png,person
768,covid_memes_2292.png,person person person person keyboard person
769,covid_memes_5694.png,tie person person
770,covid_memes_3179.png,person person
771,covid_memes_984.png,person person person
772,covid_memes_5729.png,person person person
773,covid_memes_4415.png,person person chair
774,covid_memes_2435.png,tie person person laptop person person person
775,covid_memes_659.png,person person refrigerator refrigerator
776,covid_memes_4024.png,person orange orange
777,covid_memes_4338.png,person remote remote
778,covid_memes_2542.png,person laptop tie
779,covid_memes_871.png,person
780,covid_memes_229.png,person
781,covid_memes_5687.png,person tie
782,covid_memes_3794.png,person
783,covid_memes_4965.png,person person tv
784,covid_memes_4050.png,person
785,covid_memes_3906.png,
786,covid_memes_2615.png,person person person person cup person tie dining table chair tie dining table chair
787,covid_memes_2783.png,person person
788,covid_memes_3216.png,person person tie tie person person tie
789,covid_memes_3286.png,person person person person
790,covid_memes_4922.png,person person person person person person person person person person person person person person
791,covid_memes_996.png,person sports ball book cup
792,covid_memes_31.png,person cup chair dining table
793,covid_memes_584.png,person
794,covid_memes_2895.png,person backpack
795,covid_memes_2695.png,dog dog
796,covid_memes_3671.png,person person baseball bat
797,covid_memes_2560.png,person person person tennis racket
798,covid_memes_4966.png,person person tie tie
799,covid_memes_3612.png,bottle bottle bottle bottle refrigerator bottle
800,covid_memes_222.png,person tv person
801,covid_memes_3084.png,person person person person bottle cup
802,covid_memes_2528.png,person person person person person tie bottle wine glass wine glass person person
803,covid_memes_652.png,person
804,covid_memes_4763.png,person
805,covid_memes_4552.png,bottle person cup person person person
806,covid_memes_4408.png,person
807,covid_memes_94.png,person backpack
808,covid_memes_493.png,person person tie tie
809,covid_memes_5582.png,person tie
810,covid_memes_2996.png,person person person person
811,covid_memes_4584.png,car car car car
812,covid_memes_3119.png,tie person person person tie person tie person
813,covid_memes_4182.png,person wine glass
814,covid_memes_2990.png,person
815,covid_memes_2162.png,person tie person tie
816,covid_memes_2449.png,person
817,covid_memes_3280.png,person person person person person person person person cell phone
818,covid_memes_799.png,person
819,covid_memes_4331.png,person person wine glass person person
820,covid_memes_2786.png,person person person person tie tie tie baseball glove
821,covid_memes_2374.png,person
822,covid_memes_25.png,dog bed person person person
823,covid_memes_333.png,person person person
824,covid_memes_300.png,
825,covid_memes_654.png,person person person handbag backpack
826,covid_memes_649.png,person
827,covid_memes_246.png,person tie person tie person
828,covid_memes_5208.png,person person bus bus bus
829,covid_memes_555.png,person person person person horse
830,covid_memes_4396.png,person person person tie person
831,covid_memes_3131.png,person person
832,covid_memes_2810.png,person bottle
833,covid_memes_4683.png,
834,covid_memes_5436.png,person tie tie
835,covid_memes_5001.png,person cup bottle bowl bowl dining table cup cup bowl bowl
836,covid_memes_2795.png,laptop person person person person tv pizza dining table person tv
837,covid_memes_813.png,person
838,covid_memes_3608.png,person
839,covid_memes_2166.png,person person
840,covid_memes_3338.png,person person person person person person person person person person person cup person
841,covid_memes_642.png,person
842,covid_memes_47.png,dog
843,covid_memes_5714.png,person couch
844,covid_memes_2916.png,person person person bird bird
845,covid_memes_2898.png,person tv person person person person tv tv tv person tv tv
846,covid_memes_231.png,broccoli
847,covid_memes_2602.png,tie person person person
848,covid_memes_3001.png,
849,covid_memes_3446.png,person
850,covid_memes_2547.png,
851,covid_memes_5647.png,tie person
852,covid_memes_746.png,sports ball
853,covid_memes_4635.png,person cell phone remote toilet sink cup
854,covid_memes_343.png,person
855,covid_memes_4367.png,dog person chair
856,covid_memes_294.png,bird bottle sink
857,covid_memes_3187.png,person baseball glove book
858,covid_memes_2720.png,person person bowl person dining table bowl dining table cup
859,covid_memes_2673.png,person cat sink
860,covid_memes_3049.png,person person
861,covid_memes_4492.png,
862,covid_memes_559.png,person person person person horse person tie person cup person tv
863,covid_memes_4906.png,person cat person bowl cat
864,covid_memes_68.png,chair chair
865,covid_memes_3695.png,dog
866,covid_memes_2252.png,person
867,covid_memes_4388.png,person person vase apple person
868,covid_memes_5039.png,person
869,covid_memes_5008.png,person
870,covid_memes_3238.png,person
871,covid_memes_2975.png,person tie person person person
872,covid_memes_3688.png,person person sports ball person remote
873,covid_memes_4930.png,oven bowl bowl cup
874,covid_memes_262.png,person
875,covid_memes_497.png,person person
876,covid_memes_731.png,person person truck cell phone
877,covid_memes_5134.png,person person
878,covid_memes_4475.png,wine glass
879,covid_memes_2772.png,person person bicycle
880,covid_memes_3974.png,cat
881,covid_memes_4316.png,
882,covid_memes_3402.png,person person
883,covid_memes_3651.png,person person person chair
884,covid_memes_3720.png,person bottle bottle refrigerator bottle
885,covid_memes_4176.png,person
886,covid_memes_3931.png,person person person person person person person person person person person
887,covid_memes_3027.png,person remote person
888,covid_memes_5543.png,person
889,covid_memes_3274.png,person person
890,covid_memes_650.png,person person dog person person
891,covid_memes_2407.png,person tie tie person person person tie
892,covid_memes_5586.png,person person person bowl tie tie dining table potted plant apple apple chair
893,covid_memes_3640.png,person person person person
894,covid_memes_3303.png,person person person train
895,covid_memes_235.png,book
896,covid_memes_2842.png,person
897,covid_memes_4349.png,person person person person person car person
898,covid_memes_5627.png,person person person person bottle wine glass knife knife
899,covid_memes_2209.png,
900,covid_memes_4924.png,person person
901,covid_memes_829.png,person person tie tie book
902,covid_memes_3183.png,person cake
903,covid_memes_2718.png,person person potted plant laptop book
904,covid_memes_4768.png,person
905,covid_memes_4334.png,person person person person person person person person person
906,covid_memes_2861.png,person person sports ball
907,covid_memes_3053.png,
908,covid_memes_3618.png,person cell phone
909,covid_memes_4535.png,person tv
910,covid_memes_2574.png,banana banana person person cat
911,covid_memes_3598.png,person person person person skateboard
912,covid_memes_2843.png,cat book bench dog book
913,covid_memes_821.png,person person person person person
914,covid_memes_2564.png,person
915,covid_memes_3653.png,person tie person cup
916,covid_memes_4105.png,person tv
917,covid_memes_5600.png,person
918,covid_memes_346.png,person
919,covid_memes_2862.png,person
920,covid_memes_2915.png,person person laptop person laptop mouse
921,covid_memes_2498.png,person tie person tie
922,covid_memes_8.png,book
923,covid_memes_4026.png,person bottle bottle bottle wine glass
924,covid_memes_2848.png,person
925,covid_memes_3990.png,
926,covid_memes_286.png,person person
927,covid_memes_3154.png,person person person person
928,covid_memes_4107.png,person person person
929,covid_memes_444.png,person person
930,covid_memes_4801.png,person
931,covid_memes_3678.png,person
932,covid_memes_371.png,person person
933,covid_memes_4347.png,laptop dog person person laptop person dog person person
934,covid_memes_5695.png,person person person person chair tie potted plant
935,covid_memes_927.png,person
936,covid_memes_617.png,person person person person person person remote refrigerator
937,covid_memes_3439.png,person person person person person person person person backpack person person person
938,covid_memes_2951.png,cat
939,covid_memes_56.png,person book
940,covid_memes_393.png,person person
941,covid_memes_836.png,person person
942,covid_memes_4035.png,remote
943,covid_memes_3268.png,person person dog
944,covid_memes_3403.png,person person person cell phone laptop person
945,covid_memes_2515.png,person cup person chair
946,covid_memes_2298.png,person person tv
947,covid_memes_647.png,person person person person person car person person person person person umbrella person person person handbag person
948,covid_memes_4453.png,person chair keyboard
949,covid_memes_227.png,person person person person person person person person
950,covid_memes_826.png,
951,covid_memes_779.png,person
952,covid_memes_3745.png,person person
953,covid_memes_325.png,keyboard
954,covid_memes_408.png,person
955,covid_memes_2181.png,person
956,covid_memes_2749.png,person tv cup keyboard backpack
957,covid_memes_3419.png,person person
958,covid_memes_2636.png,person person dog person
959,covid_memes_2502.png,person person person tie person chair tie tie person
960,covid_memes_3327.png,bird
961,covid_memes_466.png,person person cell phone
962,covid_memes_5618.png,person tie
963,covid_memes_5565.png,tie person tie
964,covid_memes_4425.png,bottle
965,covid_memes_3911.png,person person tie tie
966,covid_memes_2764.png,person person person person person person
967,covid_memes_988.png,person cell phone chair chair
968,covid_memes_2723.png,horse horse horse horse horse
969,covid_memes_257.png,cat person person
970,covid_memes_3899.png,person
971,covid_memes_4531.png,person
972,covid_memes_688.png,person boat person
973,covid_memes_69.png,person chair dining table dining table
974,covid_memes_3579.png,tie person
975,covid_memes_601.png,chair chair chair
976,covid_memes_5342.png,person person person person person tie person person person person
977,covid_memes_4151.png,person tie person person teddy bear
978,covid_memes_5726.png,person person person tie tie tie
979,covid_memes_4242.png,person person person person stop sign
980,covid_memes_4528.png,bird
981,covid_memes_604.png,person person cat
982,covid_memes_3413.png,tie person person
983,covid_memes_2332.png,tie person person
984,covid_memes_3464.png,person person person person person person handbag person person person person tv tv
985,covid_memes_2314.png,person person person person person tie person
986,covid_memes_275.png,tie person person person person tie
987,covid_memes_2661.png,tie person person tv
988,covid_memes_2611.png,person bottle
989,covid_memes_769.png,person
990,covid_memes_2522.png,person person person tie tie tie
991,covid_memes_4602.png,person person person person person person person person person person person car
992,covid_memes_5447.png,person person person person person person person person person
993,covid_memes_3034.png,person
994,covid_memes_610.png,sheep sheep sheep sheep sheep sheep sheep sheep sheep sheep sheep sheep sheep
995,covid_memes_5222.png,person person
996,covid_memes_4217.png,person teddy bear teddy bear umbrella person person teddy bear person person person teddy bear person
997,covid_memes_3044.png,bottle person person baseball glove
998,covid_memes_3330.png,person
999,covid_memes_2732.png,person mouse
1000,covid_memes_3322.png,person chair
1001,covid_memes_4659.png,cat
1002,covid_memes_5581.png,person person tie
1003,covid_memes_2570.png,tie person tie person tie tie person person person person person
1004,covid_memes_4601.png,person person person suitcase tv person
1005,covid_memes_5541.png,person tie microwave person
1006,covid_memes_5448.png,person person tie tie person person person person
1007,covid_memes_4431.png,person person bottle person person person bottle person person bottle
1008,covid_memes_3495.png,person person person person person wine glass
1009,covid_memes_5517.png,person person person
1010,covid_memes_750.png,person person person
1011,covid_memes_3519.png,person person bottle cup
1012,covid_memes_2381.png,person person person person person person person person person
1013,covid_memes_2650.png,person cat dog bed
1014,covid_memes_3921.png,person car truck
1015,covid_memes_5706.png,person person
1016,covid_memes_3719.png,person person cup tie
1017,covid_memes_4452.png,
1018,covid_memes_5708.png,person
1019,covid_memes_4625.png,
1020,covid_memes_3873.png,person person car car tv
1021,covid_memes_3128.png,car car person person person person person
1022,covid_memes_934.png,person frisbee person tennis racket
1023,covid_memes_2161.png,person dog person dog tie
1024,covid_memes_2235.png,person tie person
1025,covid_memes_5620.png,person person person tie bird person
1026,covid_memes_3167.png,person person tv person tv
1027,covid_memes_4764.png,person cup laptop cup
1028,covid_memes_2781.png,person cup person cell phone
1029,covid_memes_2641.png,person tv
1030,covid_memes_2762.png,person chair person person person person person couch person
1031,covid_memes_870.png,person tie tie
1032,covid_memes_2660.png,person person person tv person person
1033,covid_memes_2462.png,person
1034,covid_memes_5490.png,person
1035,covid_memes_5508.png,
1036,covid_memes_5617.png,person
1037,covid_memes_5564.png,cat umbrella book
1038,covid_memes_775.png,person wine glass vase tie
1039,covid_memes_439.png,person person person person tie person person person
1040,covid_memes_2372.png,person
1041,covid_memes_3158.png,remote cat cat bed
1042,covid_memes_685.png,person tie tie person person
1043,covid_memes_692.png,person cake
1044,covid_memes_4607.png,baseball bat person bench tennis racket
1045,covid_memes_2330.png,tie person person person tie tie
1046,covid_memes_956.png,dog
1047,covid_memes_818.png,person person person person person
1048,covid_memes_955.png,person bowl
1049,covid_memes_4213.png,person tie
1050,covid_memes_3818.png,
1051,covid_memes_2533.png,person
1052,covid_memes_5533.png,person
1053,covid_memes_3250.png,person person dog person dog chair
1054,covid_memes_2930.png,person person
1055,covid_memes_985.png,person person
1056,covid_memes_2248.png,person person person person person
1057,covid_memes_4371.png,person airplane baseball bat
1058,covid_memes_2579.png,person baseball bat
1059,covid_memes_4541.png,tv cat
1060,covid_memes_2321.png,person
1061,covid_memes_3038.png,person bottle remote
1062,covid_memes_637.png,person
1063,covid_memes_308.png,car person
1064,covid_memes_2262.png,vase potted plant
1065,covid_memes_993.png,cup frisbee
1066,covid_memes_859.png,person
1067,covid_memes_75.png,sheep mouse sheep sheep sheep keyboard laptop dog keyboard sheep sheep
1068,covid_memes_4051.png,person dog tie
1069,covid_memes_5579.png,person person person
1070,covid_memes_380.png,person tv sports ball
1071,covid_memes_2193.png,tie person tie person
1072,covid_memes_3304.png,dog
1073,covid_memes_2163.png,tie person person person person person person tie tie tie person tie tie tie
1074,covid_memes_2815.png,person
1075,covid_memes_809.png,person person person person
1076,covid_memes_4958.png,person person person
1077,covid_memes_5631.png,person person person person
1078,covid_memes_596.png,sports ball
1079,covid_memes_4248.png,teddy bear
1080,covid_memes_4455.png,person bed
1081,covid_memes_316.png,person person laptop laptop
1082,covid_memes_5321.png,person person
1083,covid_memes_591.png,person person person person
1084,covid_memes_4901.png,person person
1085,covid_memes_5435.png,person tie person person person person person person person
1086,covid_memes_2519.png,person tie
1087,covid_memes_5104.png,person
1088,covid_memes_4161.png,person
1089,covid_memes_773.png,
1090,covid_memes_788.png,person tie laptop
1091,covid_memes_4290.png,person person
1092,covid_memes_72.png,person person person
1093,covid_memes_682.png,person
1094,covid_memes_3739.png,person
1095,covid_memes_2504.png,person person tie tie person person person person person person handbag
1096,covid_memes_3570.png,person
1097,covid_memes_582.png,person
1098,covid_memes_786.png,person person tie
1099,covid_memes_2190.png,person person tie person person tie tie person person
1100,covid_memes_3133.png,person cup
1101,covid_memes_805.png,
1102,covid_memes_3170.png,person person person person person person person person person person handbag
1103,covid_memes_508.png,person wine glass
1104,covid_memes_2837.png,person person laptop person person tie
1105,covid_memes_3851.png,person tie tie
1106,covid_memes_4287.png,person bottle bottle car car
1107,covid_memes_4108.png,bottle bottle bottle bottle bottle bottle
1108,covid_memes_5526.png,person person
1109,covid_memes_2583.png,tv
1110,covid_memes_4888.png,person person person person person person bicycle person bench person bench
1111,covid_memes_3691.png,person tie person person person tv tv
1112,covid_memes_901.png,
1113,covid_memes_965.png,person
1114,covid_memes_3003.png,person
1115,covid_memes_44.png,person bottle cup dining table
1116,covid_memes_4157.png,person person
1117,covid_memes_4499.png,person person
1118,covid_memes_2807.png,person
1119,covid_memes_349.png,
1120,covid_memes_2609.png,keyboard
1121,covid_memes_3677.png,person
1122,covid_memes_441.png,person tie bottle person person
1123,covid_memes_5739.png,person
1124,covid_memes_76.png,person bicycle
1125,covid_memes_3320.png,person
1126,covid_memes_340.png,person tie person
1127,covid_memes_2655.png,person potted plant
1128,covid_memes_2740.png,person person tie person bottle
1129,covid_memes_2793.png,person chair tv cell phone
1130,covid_memes_2639.png,
1131,covid_memes_2590.png,person person
1132,covid_memes_4058.png,person person
1133,covid_memes_3884.png,person
1134,covid_memes_2885.png,tie person
1135,covid_memes_3586.png,person
1136,covid_memes_3434.png,person person
1137,covid_memes_768.png,person toilet
1138,covid_memes_2268.png,person
1139,covid_memes_4372.png,person tv tv
1140,covid_memes_2287.png,person person tie person
1141,covid_memes_4525.png,person
1142,covid_memes_2846.png,person person bowl
1143,covid_memes_98.png,person cell phone person cell phone
1144,covid_memes_3404.png,person
1145,covid_memes_800.png,person person person person person person person person person
1146,covid_memes_3666.png,
1147,covid_memes_4833.png,person person wine glass person
1148,covid_memes_5656.png,person tie cell phone
1149,covid_memes_3894.png,person cup cup tie person person
1150,covid_memes_547.png,
1151,covid_memes_3122.png,person dog tv
1152,covid_memes_57.png,person person tie tie person
1153,covid_memes_5598.png,person
1154,covid_memes_2899.png,person handbag
1155,covid_memes_2425.png,umbrella
1156,covid_memes_3171.png,person
1157,covid_memes_2697.png,person person person
1158,covid_memes_3408.png,person person dog
1159,covid_memes_3326.png,person person
1160,covid_memes_3315.png,person person
1161,covid_memes_2245.png,person person person
1162,covid_memes_3288.png,person toilet
1163,covid_memes_535.png,
1164,covid_memes_83.png,person person sports ball bottle cell phone tie
1165,covid_memes_5611.png,person person potted plant
1166,covid_memes_4465.png,person person cup cup dog
1167,covid_memes_3749.png,laptop person person
1168,covid_memes_3414.png,person person person person person dining table
1169,covid_memes_2696.png,person person person tie tie person
1170,covid_memes_4358.png,person person cup chair
1171,covid_memes_5653.png,sports ball person
1172,covid_memes_4527.png,person person person horse
1173,covid_memes_4021.png,person person person person person person
1174,covid_memes_2758.png,person microwave refrigerator
1175,covid_memes_2469.png,person tie
1176,covid_memes_278.png,person
1177,covid_memes_2563.png,person
1178,covid_memes_38.png,person person
1179,covid_memes_5759.png,person tie
1180,covid_memes_3312.png,broccoli
1181,covid_memes_405.png,person donut
1182,covid_memes_89.png,
1183,covid_memes_30.png,bird dog dog dog person
1184,covid_memes_2854.png,person person remote person
1185,covid_memes_3087.png,person
1186,covid_memes_631.png,person person person person person person book
1187,covid_memes_4902.png,person
1188,covid_memes_566.png,person person person person person
1189,covid_memes_391.png,person person person person person person person person person person person person person
1190,covid_memes_3687.png,person
1191,covid_memes_3725.png,person person person person person
1192,covid_memes_5644.png,person person person person
1193,covid_memes_698.png,person
1194,covid_memes_3804.png,person
1195,covid_memes_2906.png,person person person
1196,covid_memes_2464.png,person
1197,covid_memes_5753.png,person person person person
1198,covid_memes_4526.png,person sports ball person person wine glass
1199,covid_memes_5246.png,person tie person person person person person person
1200,covid_memes_764.png,person person bird person person person
1201,covid_memes_2680.png,person person person tv person person person tv person person person tv person tv tv person tie book
1202,covid_memes_5597.png,bottle wine glass parking meter bottle
1203,covid_memes_259.png,person person person tie chair person person person person person
1204,covid_memes_2541.png,person tie person person
1205,covid_memes_3882.png,person person person
1206,covid_memes_2478.png,person person person
1207,covid_memes_4636.png,clock
1208,covid_memes_2289.png,car car car cup cup
1209,covid_memes_3004.png,bottle bottle bottle bottle bottle bottle
1210,covid_memes_4223.png,person person person person person
1211,covid_memes_2962.png,person
1212,covid_memes_3977.png,person dog
1213,covid_memes_5202.png,person person person
1214,covid_memes_4884.png,person person person person person person person
1215,covid_memes_2828.png,person
1216,covid_memes_2299.png,person
1217,covid_memes_2356.png,person
1218,covid_memes_2364.png,person
1219,covid_memes_317.png,person person person person person person
1220,covid_memes_2964.png,person
1221,covid_memes_964.png,person car frisbee person person truck
1222,covid_memes_2285.png,person tie
1223,covid_memes_5430.png,person tie person
1224,covid_memes_2554.png,
1225,covid_memes_790.png,person
1226,covid_memes_5444.png,person person tie
1227,covid_memes_4975.png,person person person chair
1228,covid_memes_4664.png,person person person person person
1229,covid_memes_578.png,person person wine glass
1230,covid_memes_4327.png,person person person cup person chair person tie dog
1231,covid_memes_3891.png,person person person person person tie person person person
1232,covid_memes_2877.png,vase dog dog cat
1233,covid_memes_2620.png,person person person person person person person person person tie tv person person person remote chair umbrella chair book
1234,covid_memes_81.png,person person bottle bottle cup cat
1235,covid_memes_3061.png,bench suitcase clock suitcase clock clock
1236,covid_memes_2744.png,person chair
1237,covid_memes_722.png,person tie person tie person person person
1238,covid_memes_4894.png,dog
1239,covid_memes_2954.png,person cell phone
1240,covid_memes_2461.png,person person person backpack
1241,covid_memes_2589.png,tie person person person tie tie
1242,covid_memes_2226.png,person
1243,covid_memes_2368.png,baseball bat
1244,covid_memes_4094.png,person person book
1245,covid_memes_987.png,person person bird
1246,covid_memes_3281.png,person
1247,covid_memes_5725.png,person backpack
1248,covid_memes_2549.png,person person
1249,covid_memes_3532.png,stop sign stop sign book
1250,covid_memes_3867.png,person person person person person person person person person person person person person
1251,covid_memes_5677.png,train person person
1252,covid_memes_4460.png,person person tie
1253,covid_memes_5219.png,person person tie chair bottle bottle person
1254,covid_memes_5446.png,person person tie
1255,covid_memes_5003.png,person dog
1256,covid_memes_4800.png,person
1257,covid_memes_615.png,person person
1258,covid_memes_4067.png,person
1259,covid_memes_279.png,
1260,covid_memes_219.png,person person person person
1261,covid_memes_67.png,person bed laptop bed
1262,covid_memes_2789.png,person
1263,covid_memes_79.png,person person sink chair person book chair chair book book
1264,covid_memes_434.png,person person book
1265,covid_memes_2300.png,person person
1266,covid_memes_3335.png,person person person person chair person person person person
1267,covid_memes_2704.png,person
1268,covid_memes_4142.png,bowl
1269,covid_memes_271.png,person car person
1270,covid_memes_2700.png,
1271,covid_memes_3676.png,person dining table
1272,covid_memes_2183.png,person
1273,covid_memes_3565.png,person
1274,covid_memes_4577.png,bottle person cell phone
1275,covid_memes_2624.png,laptop dog mouse chair cup person tv laptop bird cup book
1276,covid_memes_982.png,person cup motorcycle
1277,covid_memes_3862.png,person person person
1278,covid_memes_4780.png,dog
1279,covid_memes_2927.png,cat remote
1280,covid_memes_5268.png,person person person person tie bottle
1281,covid_memes_4941.png,dog
1282,covid_memes_378.png,person tie donut
1283,covid_memes_2280.png,tie person tie person person person person person person
1284,covid_memes_2251.png,person person tie person
1285,covid_memes_5709.png,person
1286,covid_memes_3298.png,person person person person person
1287,covid_memes_948.png,person
1288,covid_memes_4074.png,person person person suitcase person
1289,covid_memes_3726.png,person person banana person book
1290,covid_memes_3803.png,person
1291,covid_memes_3693.png,person
1292,covid_memes_2989.png,teddy bear
1293,covid_memes_5770.png,person tie person person
1294,covid_memes_992.png,person person person car person
1295,covid_memes_2675.png,person potted plant cup cup potted plant dining table book
1296,covid_memes_5560.png,person tie
1297,covid_memes_2553.png,person tie chair
1298,covid_memes_407.png,dog dog
1299,covid_memes_3512.png,person person
1300,covid_memes_377.png,person person person person
1301,covid_memes_2773.png,person keyboard tv person
1302,covid_memes_2813.png,person tie
1303,covid_memes_2708.png,book boat
1304,covid_memes_4985.png,person person cup person person person person bottle
1305,covid_memes_4357.png,person suitcase banana
1306,covid_memes_2892.png,person truck skateboard person
1307,covid_memes_3898.png,person person
1308,covid_memes_5556.png,person baseball bat
1309,covid_memes_2555.png,person person person person person person
1310,covid_memes_4235.png,person person person tie potted plant
1311,covid_memes_5606.png,clock
1312,covid_memes_4301.png,person person person person person person person tv person person handbag person dog handbag person
1313,covid_memes_4996.png,person person person horse
1314,covid_memes_3857.png,person person person person person person
1315,covid_memes_858.png,person bird dog
1316,covid_memes_2167.png,person person baseball bat person
1317,covid_memes_3682.png,person person person person person person person person
1318,covid_memes_5702.png,person person
1319,covid_memes_568.png,person
1320,covid_memes_730.png,tie person person tie tie
1321,covid_memes_5609.png,vase vase
1322,covid_memes_4304.png,person person person tie
1323,covid_memes_2971.png,person
1324,covid_memes_4237.png,cake
1325,covid_memes_5728.png,
1326,covid_memes_4177.png,person
1327,covid_memes_3011.png,person
1328,covid_memes_4691.png,person person
1329,covid_memes_2254.png,
1330,covid_memes_4987.png,
1331,covid_memes_2398.png,vase
1332,covid_memes_2370.png,person
1333,covid_memes_2482.png,person person tie tie backpack person
1334,covid_memes_3662.png,
1335,covid_memes_4560.png,person person person person person person person
1336,covid_memes_4618.png,chair person chair laptop chair person
1337,covid_memes_376.png,person cat person person
1338,covid_memes_5619.png,person
1339,covid_memes_2325.png,person person tie person cup cup cup tie cup cup tie cup dining table tv
1340,covid_memes_4005.png,person car
1341,covid_memes_3165.png,person person person person person person person person person
1342,covid_memes_2336.png,person
1343,covid_memes_5651.png,person
1344,covid_memes_3306.png,person cell phone
1345,covid_memes_2664.png,cat
1346,covid_memes_814.png,person
1347,covid_memes_4553.png,person person chair
1348,covid_memes_4835.png,person person person person person person person cup cup person bottle person cup chair
1349,covid_memes_359.png,person
1350,covid_memes_753.png,laptop
1351,covid_memes_4328.png,person
1352,covid_memes_3534.png,person person person person
1353,covid_memes_2707.png,donut dog donut cow
1354,covid_memes_2179.png,person dog
1355,covid_memes_3760.png,person tie
1356,covid_memes_2443.png,person person dog person person person wine glass
1357,covid_memes_51.png,person tie dining table tie
1358,covid_memes_2411.png,tie person person person skateboard
1359,covid_memes_5102.png,broccoli
1360,covid_memes_5667.png,person person suitcase backpack
1361,covid_memes_2923.png,person person
1362,covid_memes_5717.png,person
1363,covid_memes_537.png,person car person person person person
1364,covid_memes_2437.png,
1365,covid_memes_2344.png,person person tie chair chair person
1366,covid_memes_593.png,person frisbee book
1367,covid_memes_4684.png,person
1368,covid_memes_327.png,tie person tie person tie person person person
1369,covid_memes_3429.png,person
1370,covid_memes_2860.png,person person bowl dog bowl dining table cell phone cup person bottle banana
1371,covid_memes_4297.png,person person dog
1372,covid_memes_4847.png,person person person person
1373,covid_memes_2776.png,person
1374,covid_memes_763.png,kite
1375,covid_memes_5148.png,teddy bear
1376,covid_memes_2717.png,keyboard dog
1377,covid_memes_2894.png,person person tie
1378,covid_memes_4512.png,
1379,covid_memes_2507.png,person person tie tie sandwich knife cake person
1380,covid_memes_4118.png,person
1381,covid_memes_581.png,person person person
1382,covid_memes_5132.png,person
1383,covid_memes_296.png,sports ball
1384,covid_memes_5512.png,person person tie tie person tie
1385,covid_memes_62.png,person tie
1386,covid_memes_5735.png,tie person person person person person person person person person
1387,covid_memes_2588.png,person person person person person person person person person person tie tie tie tie tie
1388,covid_memes_2284.png,person tie
1389,covid_memes_2670.png,tv bed dog cat couch
1390,covid_memes_2606.png,chair chair
1391,covid_memes_4464.png,dog
1392,covid_memes_4682.png,person person
1393,covid_memes_2934.png,
1394,covid_memes_570.png,person person person tie book person book
1395,covid_memes_909.png,person person
1396,covid_memes_3673.png,person person
1397,covid_memes_4617.png,
1398,covid_memes_4405.png,teddy bear
1399,covid_memes_3518.png,person person person chair tie person
1400,covid_memes_4321.png,person person person teddy bear person vase bottle person
1401,covid_memes_5555.png,person
1402,covid_memes_611.png,person
1403,covid_memes_5285.png,
1404,covid_memes_5524.png,person
1405,covid_memes_2376.png,person person person person
1406,covid_memes_2320.png,person tie cat
1407,covid_memes_414.png,potted plant teddy bear person
1408,covid_memes_84.png,person
1409,covid_memes_2632.png,person dining table chair dining table
1410,covid_memes_80.png,person donut
1411,covid_memes_2681.png,person person oven cell phone oven
1412,covid_memes_2520.png,tie person person person tie tie
1413,covid_memes_5239.png,person person person person person truck person car
1414,covid_memes_4542.png,bear cat
1415,covid_memes_2665.png,dog
1416,covid_memes_2378.png,person person tie
1417,covid_memes_3196.png,person
1418,covid_memes_3514.png,person person person baseball bat person baseball bat
1419,covid_memes_2221.png,person
1420,covid_memes_4266.png,person person person person person person person person person cup person cell phone person
1421,covid_memes_3412.png,person
1422,covid_memes_2575.png,dog person
1423,covid_memes_3411.png,person person car
1424,covid_memes_87.png,person person dining table
1425,covid_memes_5553.png,person tie couch couch keyboard
1426,covid_memes_418.png,person
1427,covid_memes_3331.png,person
1428,covid_memes_4700.png,person dog dog
1429,covid_memes_4490.png,person person car person tie tie person
1430,covid_memes_4360.png,person person
